links,assigned,demilestoned,reopened,referenced,subscribed,mentioned,marked_as_duplicate,cross-referenced,connected,pinned,committed,review_requested,review_dismissed
https://api.github.com/repos/Azure/azure-powershell/issues/725,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/745,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/747,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/753,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/754,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/759,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/801,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/807,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/813,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/814,0,0,0,1,5,5,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/818,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/819,0,0,0,0,4,4,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/820,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/833,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/835,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/837,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/853,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/884,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/889,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/911,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/918,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/941,0,0,0,1,1,1,0,0,0,0,0,0,0
